stateA,stateB,Direction,Value,A_state,A_long,A_lat,B_state,B_long,B_lat
North Dakota,Arizona,in-mover,746,North Dakota,-100.4659,47.4501,Arizona,-111.6602,34.2744
North Dakota,Arizona,out-mover,1744,North Dakota,-100.4659,47.4501,Arizona,-111.6602,34.2744
Ohio,Arizona,in-mover,3209,Ohio,-82.7937,40.2862,Arizona,-111.6602,34.2744
Ohio,Arizona,out-mover,5116,Ohio,-82.7937,40.2862,Arizona,-111.6602,34.2744
Oklahoma,Arizona,in-mover,2586,Oklahoma,-97.4943,35.5889,Arizona,-111.6602,34.2744
Oklahoma,Arizona,out-mover,4166,Oklahoma,-97.4943,35.5889,Arizona,-111.6602,34.2744
Oregon,Arizona,in-mover,6499,Oregon,-120.5583,43.9336,Arizona,-111.6602,34.2744
Oregon,Arizona,out-mover,9564,Oregon,-120.5583,43.9336,Arizona,-111.6602,34.2744
Pennsylvania,Arizona,in-mover,2927,Pennsylvania,-77.7996,40.8781,Arizona,-111.6602,34.2744
Pennsylvania,Arizona,out-mover,4698,Pennsylvania,-77.7996,40.8781,Arizona,-111.6602,34.2744
Puerto Rico,Arizona,in-mover,147,Puerto Rico,-66.43,18.222,Arizona,-111.6602,34.2744
Puerto Rico,Arizona,out-mover,1143,Puerto Rico,-66.43,18.222,Arizona,-111.6602,34.2744
Rhode Island,Arizona,in-mover,316,Rhode Island,-71.5562,41.6762,Arizona,-111.6602,34.2744
Rhode Island,Arizona,out-mover,208,Rhode Island,-71.5562,41.6762,Arizona,-111.6602,34.2744
South Carolina,Arizona,in-mover,1630,South Carolina,-80.8964,33.9169,Arizona,-111.6602,34.2744
South Carolina,Arizona,out-mover,1276,South Carolina,-80.8964,33.9169,Arizona,-111.6602,34.2744
South Dakota,Arizona,in-mover,653,South Dakota,-100.2263,44.4443,Arizona,-111.6602,34.2744
South Dakota,Arizona,out-mover,1470,South Dakota,-100.2263,44.4443,Arizona,-111.6602,34.2744
Tennessee,Arizona,in-mover,2165,Tennessee,-86.3505,35.858,Arizona,-111.6602,34.2744
Tennessee,Arizona,out-mover,2165,Tennessee,-86.3505,35.858,Arizona,-111.6602,34.2744
Texas,Arizona,in-mover,18219,Texas,-99.3312,31.4757,Arizona,-111.6602,34.2744
Texas,Arizona,out-mover,15694,Texas,-99.3312,31.4757,Arizona,-111.6602,34.2744
Utah,Arizona,in-mover,7612,Utah,-111.6703,39.3055,Arizona,-111.6602,34.2744
Utah,Arizona,out-mover,8697,Utah,-111.6703,39.3055,Arizona,-111.6602,34.2744
Vermont,Arizona,in-mover,157,Vermont,-72.6658,44.0687,Arizona,-111.6602,34.2744
Vermont,Arizona,out-mover,404,Vermont,-72.6658,44.0687,Arizona,-111.6602,34.2744
Virginia,Arizona,in-mover,3005,Virginia,-78.8537,37.5215,Arizona,-111.6602,34.2744
Virginia,Arizona,out-mover,4999,Virginia,-78.8537,37.5215,Arizona,-111.6602,34.2744
Washington,Arizona,in-mover,11382,Washington,-120.4472,47.3826,Arizona,-111.6602,34.2744
Washington,Arizona,out-mover,15534,Washington,-120.4472,47.3826,Arizona,-111.6602,34.2744
West Virginia,Arizona,in-mover,140,West Virginia,-80.6227,38.6409,Arizona,-111.6602,34.2744
West Virginia,Arizona,out-mover,401,West Virginia,-80.6227,38.6409,Arizona,-111.6602,34.2744
Wisconsin,Arizona,in-mover,2481,Wisconsin,-89.9941,44.6243,Arizona,-111.6602,34.2744
Wisconsin,Arizona,out-mover,5474,Wisconsin,-89.9941,44.6243,Arizona,-111.6602,34.2744
Wyoming,Arizona,in-mover,692,Wyoming,-107.5512,42.9957,Arizona,-111.6602,34.2744
Wyoming,Arizona,out-mover,1198,Wyoming,-107.5512,42.9957,Arizona,-111.6602,34.2744
Alabama,Arkansas,in-mover,1041,Alabama,-86.8287,32.7794,Arkansas,-92.4426,34.8938
Alabama,Arkansas,out-mover,932,Alabama,-86.8287,32.7794,Arkansas,-92.4426,34.8938
Alaska,Arkansas,in-mover,215,Alaska,-152.2782,64.0685,Arkansas,-92.4426,34.8938
Alaska,Arkansas,out-mover,212,Alaska,-152.2782,64.0685,Arkansas,-92.4426,34.8938
Arizona,Arkansas,in-mover,1206,Arizona,-111.6602,34.2744,Arkansas,-92.4426,34.8938
Arizona,Arkansas,out-mover,975,Arizona,-111.6602,34.2744,Arkansas,-92.4426,34.8938
Arkansas,Arkansas,in-mover,0,Arkansas,-92.4426,34.8938,Arkansas,-92.4426,34.8938
Arkansas,Arkansas,out-mover,0,Arkansas,-92.4426,34.8938,Arkansas,-92.4426,34.8938
California,Arkansas,in-mover,3259,California,-119.4696,37.1841,Arkansas,-92.4426,34.8938
California,Arkansas,out-mover,4626,California,-119.4696,37.1841,Arkansas,-92.4426,34.8938
Colorado,Arkansas,in-mover,1231,Colorado,-105.5478,38.9972,Arkansas,-92.4426,34.8938
Colorado,Arkansas,out-mover,2655,Colorado,-105.5478,38.9972,Arkansas,-92.4426,34.8938
Connecticut,Arkansas,in-mover,234,Connecticut,-72.7273,41.6219,Arkansas,-92.4426,34.8938
Connecticut,Arkansas,out-mover,86,Connecticut,-72.7273,41.6219,Arkansas,-92.4426,34.8938
Delaware,Arkansas,in-mover,0,Delaware,-75.505,38.9896,Arkansas,-92.4426,34.8938
Delaware,Arkansas,out-mover,41,Delaware,-75.505,38.9896,Arkansas,-92.4426,34.8938
Florida,Arkansas,in-mover,4159,Florida,-82.4497,28.6305,Arkansas,-92.4426,34.8938
Florida,Arkansas,out-mover,2320,Florida,-82.4497,28.6305,Arkansas,-92.4426,34.8938
Georgia,Arkansas,in-mover,2267,Georgia,-83.4426,32.6415,Arkansas,-92.4426,34.8938
Georgia,Arkansas,out-mover,1835,Georgia,-83.4426,32.6415,Arkansas,-92.4426,34.8938
Hawaii,Arkansas,in-mover,113,Hawaii,-156.3737,20.2927,Arkansas,-92.4426,34.8938
Hawaii,Arkansas,out-mover,174,Hawaii,-156.3737,20.2927,Arkansas,-92.4426,34.8938
Idaho,Arkansas,in-mover,586,Idaho,-114.613,44.3509,Arkansas,-92.4426,34.8938
Idaho,Arkansas,out-mover,191,Idaho,-114.613,44.3509,Arkansas,-92.4426,34.8938
Illinois,Arkansas,in-mover,1544,Illinois,-89.1965,40.0417,Arkansas,-92.4426,34.8938
Illinois,Arkansas,out-mover,2502,Illinois,-89.1965,40.0417,Arkansas,-92.4426,34.8938
Indiana,Arkansas,in-mover,1025,Indiana,-86.2816,39.8942,Arkansas,-92.4426,34.8938
Indiana,Arkansas,out-mover,922,Indiana,-86.2816,39.8942,Arkansas,-92.4426,34.8938
Iowa,Arkansas,in-mover,706,Iowa,-93.496,42.0751,Arkansas,-92.4426,34.8938
Iowa,Arkansas,out-mover,535,Iowa,-93.496,42.0751,Arkansas,-92.4426,34.8938
Kansas,Arkansas,in-mover,1518,Kansas,-98.3804,38.4937,Arkansas,-92.4426,34.8938
Kansas,Arkansas,out-mover,1449,Kansas,-98.3804,38.4937,Arkansas,-92.4426,34.8938
Kentucky,Arkansas,in-mover,506,Kentucky,-85.3021,37.5347,Arkansas,-92.4426,34.8938
Kentucky,Arkansas,out-mover,834,Kentucky,-85.3021,37.5347,Arkansas,-92.4426,34.8938
Louisiana,Arkansas,in-mover,2381,Louisiana,-91.9968,31.0689,Arkansas,-92.4426,34.8938
Louisiana,Arkansas,out-mover,3280,Louisiana,-91.9968,31.0689,Arkansas,-92.4426,34.8938
Maine,Arkansas,in-mover,39,Maine,-69.2428,45.3695,Arkansas,-92.4426,34.8938
Maine,Arkansas,out-mover,49,Maine,-69.2428,45.3695,Arkansas,-92.4426,34.8938
Maryland,Arkansas,in-mover,374,Maryland,-76.7909,39.055,Arkansas,-92.4426,34.8938
Maryland,Arkansas,out-mover,564,Maryland,-76.7909,39.055,Arkansas,-92.4426,34.8938
Massachusetts,Arkansas,in-mover,279,Massachusetts,-71.8083,42.2596,Arkansas,-92.4426,34.8938
Massachusetts,Arkansas,out-mover,231,Massachusetts,-71.8083,42.2596,Arkansas,-92.4426,34.8938
Michigan,Arkansas,in-mover,768,Michigan,-85.4102,44.3467,Arkansas,-92.4426,34.8938
Michigan,Arkansas,out-mover,1043,Michigan,-85.4102,44.3467,Arkansas,-92.4426,34.8938
Minnesota,Arkansas,in-mover,488,Minnesota,-94.3053,46.2807,Arkansas,-92.4426,34.8938
Minnesota,Arkansas,out-mover,542,Minnesota,-94.3053,46.2807,Arkansas,-92.4426,34.8938
Mississippi,Arkansas,in-mover,2063,Mississippi,-89.6678,32.7364,Arkansas,-92.4426,34.8938
Mississippi,Arkansas,out-mover,3144,Mississippi,-89.6678,32.7364,Arkansas,-92.4426,34.8938
Missouri,Arkansas,in-mover,7181,Missouri,-92.458,38.3566,Arkansas,-92.4426,34.8938
Missouri,Arkansas,out-mover,6761,Missouri,-92.458,38.3566,Arkansas,-92.4426,34.8938
Montana,Arkansas,in-mover,329,Montana,-109.6333,47.0527,Arkansas,-92.4426,34.8938
Montana,Arkansas,out-mover,272,Montana,-109.6333,47.0527,Arkansas,-92.4426,34.8938
Nebraska,Arkansas,in-mover,417,Nebraska,-99.7951,41.5378,Arkansas,-92.4426,34.8938
Nebraska,Arkansas,out-mover,536,Nebraska,-99.7951,41.5378,Arkansas,-92.4426,34.8938
Nevada,Arkansas,in-mover,308,Nevada,-116.6312,39.3289,Arkansas,-92.4426,34.8938
Nevada,Arkansas,out-mover,594,Nevada,-116.6312,39.3289,Arkansas,-92.4426,34.8938
New Hampshire,Arkansas,in-mover,182,New Hampshire,-71.5811,43.6805,Arkansas,-92.4426,34.8938
New Hampshire,Arkansas,out-mover,47,New Hampshire,-71.5811,43.6805,Arkansas,-92.4426,34.8938
New Jersey,Arkansas,in-mover,163,New Jersey,-74.6728,40.1907,Arkansas,-92.4426,34.8938
New Jersey,Arkansas,out-mover,286,New Jersey,-74.6728,40.1907,Arkansas,-92.4426,34.8938
New Mexico,Arkansas,in-mover,324,New Mexico,-106.1126,34.4071,Arkansas,-92.4426,34.8938
New Mexico,Arkansas,out-mover,300,New Mexico,-106.1126,34.4071,Arkansas,-92.4426,34.8938
New York,Arkansas,in-mover,840,New York,-75.5268,42.9538,Arkansas,-92.4426,34.8938
New York,Arkansas,out-mover,410,New York,-75.5268,42.9538,Arkansas,-92.4426,34.8938
North Carolina,Arkansas,in-mover,1292,North Carolina,-79.3877,35.5557,Arkansas,-92.4426,34.8938
North Carolina,Arkansas,out-mover,1140,North Carolina,-79.3877,35.5557,Arkansas,-92.4426,34.8938
North Dakota,Arkansas,in-mover,191,North Dakota,-100.4659,47.4501,Arkansas,-92.4426,34.8938
North Dakota,Arkansas,out-mover,107,North Dakota,-100.4659,47.4501,Arkansas,-92.4426,34.8938
Ohio,Arkansas,in-mover,948,Ohio,-82.7937,40.2862,Arkansas,-92.4426,34.8938
Ohio,Arkansas,out-mover,487,Ohio,-82.7937,40.2862,Arkansas,-92.4426,34.8938
Oklahoma,Arkansas,in-mover,7412,Oklahoma,-97.4943,35.5889,Arkansas,-92.4426,34.8938
Oklahoma,Arkansas,out-mover,7090,Oklahoma,-97.4943,35.5889,Arkansas,-92.4426,34.8938
Oregon,Arkansas,in-mover,588,Oregon,-120.5583,43.9336,Arkansas,-92.4426,34.8938
Oregon,Arkansas,out-mover,385,Oregon,-120.5583,43.9336,Arkansas,-92.4426,34.8938
Pennsylvania,Arkansas,in-mover,805,Pennsylvania,-77.7996,40.8781,Arkansas,-92.4426,34.8938
Pennsylvania,Arkansas,out-mover,1107,Pennsylvania,-77.7996,40.8781,Arkansas,-92.4426,34.8938
Puerto Rico,Arkansas,in-mover,77,Puerto Rico,-66.43,18.222,Arkansas,-92.4426,34.8938
Puerto Rico,Arkansas,out-mover,685,Puerto Rico,-66.43,18.222,Arkansas,-92.4426,34.8938
Rhode Island,Arkansas,in-mover,53,Rhode Island,-71.5562,41.6762,Arkansas,-92.4426,34.8938
Rhode Island,Arkansas,out-mover,0,Rhode Island,-71.5562,41.6762,Arkansas,-92.4426,34.8938
South Carolina,Arkansas,in-mover,877,South Carolina,-80.8964,33.9169,Arkansas,-92.4426,34.8938
South Carolina,Arkansas,out-mover,286,South Carolina,-80.8964,33.9169,Arkansas,-92.4426,34.8938
South Dakota,Arkansas,in-mover,146,South Dakota,-100.2263,44.4443,Arkansas,-92.4426,34.8938
South Dakota,Arkansas,out-mover,58,South Dakota,-100.2263,44.4443,Arkansas,-92.4426,34.8938
Tennessee,Arkansas,in-mover,5518,Tennessee,-86.3505,35.858,Arkansas,-92.4426,34.8938
Tennessee,Arkansas,out-mover,4556,Tennessee,-86.3505,35.858,Arkansas,-92.4426,34.8938
Texas,Arkansas,in-mover,13493,Texas,-99.3312,31.4757,Arkansas,-92.4426,34.8938
Texas,Arkansas,out-mover,15069,Texas,-99.3312,31.4757,Arkansas,-92.4426,34.8938
Utah,Arkansas,in-mover,665,Utah,-111.6703,39.3055,Arkansas,-92.4426,34.8938
Utah,Arkansas,out-mover,629,Utah,-111.6703,39.3055,Arkansas,-92.4426,34.8938
Vermont,Arkansas,in-mover,0,Vermont,-72.6658,44.0687,Arkansas,-92.4426,34.8938
Vermont,Arkansas,out-mover,7,Vermont,-72.6658,44.0687,Arkansas,-92.4426,34.8938
Virginia,Arkansas,in-mover,914,Virginia,-78.8537,37.5215,Arkansas,-92.4426,34.8938
Virginia,Arkansas,out-mover,1269,Virginia,-78.8537,37.5215,Arkansas,-92.4426,34.8938
Washington,Arkansas,in-mover,816,Washington,-120.4472,47.3826,Arkansas,-92.4426,34.8938
Washington,Arkansas,out-mover,1202,Washington,-120.4472,47.3826,Arkansas,-92.4426,34.8938
West Virginia,Arkansas,in-mover,122,West Virginia,-80.6227,38.6409,Arkansas,-92.4426,34.8938
West Virginia,Arkansas,out-mover,85,West Virginia,-80.6227,38.6409,Arkansas,-92.4426,34.8938
Wisconsin,Arkansas,in-mover,574,Wisconsin,-89.9941,44.6243,Arkansas,-92.4426,34.8938
Wisconsin,Arkansas,out-mover,747,Wisconsin,-89.9941,44.6243,Arkansas,-92.4426,34.8938
Wyoming,Arkansas,in-mover,337,Wyoming,-107.5512,42.9957,Arkansas,-92.4426,34.8938
Wyoming,Arkansas,out-mover,315,Wyoming,-107.5512,42.9957,Arkansas,-92.4426,34.8938
Alabama,California,in-mover,3737,Alabama,-86.8287,32.7794,California,-119.4696,37.1841
Alabama,California,out-mover,3987,Alabama,-86.8287,32.7794,California,-119.4696,37.1841
Alaska,California,in-mover,3243,Alaska,-152.2782,64.0685,California,-119.4696,37.1841
Alaska,California,out-mover,4011,Alaska,-152.2782,64.0685,California,-119.4696,37.1841
Arizona,California,in-mover,61373,Arizona,-111.6602,34.2744,California,-119.4696,37.1841
Arizona,California,out-mover,31353,Arizona,-111.6602,34.2744,California,-119.4696,37.1841
Arkansas,California,in-mover,4626,Arkansas,-92.4426,34.8938,California,-119.4696,37.1841
Arkansas,California,out-mover,3259,Arkansas,-92.4426,34.8938,California,-119.4696,37.1841
California,California,in-mover,0,California,-119.4696,37.1841,California,-119.4696,37.1841
California,California,out-mover,0,California,-119.4696,37.1841,California,-119.4696,37.1841
Colorado,California,in-mover,28118,Colorado,-105.5478,38.9972,California,-119.4696,37.1841
Colorado,California,out-mover,20515,Colorado,-105.5478,38.9972,California,-119.4696,37.1841
Connecticut,California,in-mover,3789,Connecticut,-72.7273,41.6219,California,-119.4696,37.1841
Connecticut,California,out-mover,5101,Connecticut,-72.7273,41.6219,California,-119.4696,37.1841
Delaware,California,in-mover,523,Delaware,-75.505,38.9896,California,-119.4696,37.1841
Delaware,California,out-mover,1151,Delaware,-75.505,38.9896,California,-119.4696,37.1841
Florida,California,in-mover,27214,Florida,-82.4497,28.6305,California,-119.4696,37.1841
Florida,California,out-mover,24152,Florida,-82.4497,28.6305,California,-119.4696,37.1841
Georgia,California,in-mover,15771,Georgia,-83.4426,32.6415,California,-119.4696,37.1841
Georgia,California,out-mover,12555,Georgia,-83.4426,32.6415,California,-119.4696,37.1841
Hawaii,California,in-mover,10850,Hawaii,-156.3737,20.2927,California,-119.4696,37.1841
Hawaii,California,out-mover,12465,Hawaii,-156.3737,20.2927,California,-119.4696,37.1841
Idaho,California,in-mover,19212,Idaho,-114.613,44.3509,California,-119.4696,37.1841
Idaho,California,out-mover,4732,Idaho,-114.613,44.3509,California,-119.4696,37.1841
Illinois,California,in-mover,16274,Illinois,-89.1965,40.0417,California,-119.4696,37.1841
Illinois,California,out-mover,24219,Illinois,-89.1965,40.0417,California,-119.4696,37.1841
Indiana,California,in-mover,7508,Indiana,-86.2816,39.8942,California,-119.4696,37.1841
Indiana,California,out-mover,6430,Indiana,-86.2816,39.8942,California,-119.4696,37.1841
Iowa,California,in-mover,3626,Iowa,-93.496,42.0751,California,-119.4696,37.1841
Iowa,California,out-mover,2760,Iowa,-93.496,42.0751,California,-119.4696,37.1841
Kansas,California,in-mover,5558,Kansas,-98.3804,38.4937,California,-119.4696,37.1841
Kansas,California,out-mover,4041,Kansas,-98.3804,38.4937,California,-119.4696,37.1841
Kentucky,California,in-mover,4270,Kentucky,-85.3021,37.5347,California,-119.4696,37.1841
Kentucky,California,out-mover,3207,Kentucky,-85.3021,37.5347,California,-119.4696,37.1841
Louisiana,California,in-mover,5495,Louisiana,-91.9968,31.0689,California,-119.4696,37.1841
Louisiana,California,out-mover,5243,Louisiana,-91.9968,31.0689,California,-119.4696,37.1841
Maine,California,in-mover,1335,Maine,-69.2428,45.3695,California,-119.4696,37.1841
Maine,California,out-mover,2093,Maine,-69.2428,45.3695,California,-119.4696,37.1841
Maryland,California,in-mover,8843,Maryland,-76.7909,39.055,California,-119.4696,37.1841
Maryland,California,out-mover,10948,Maryland,-76.7909,39.055,California,-119.4696,37.1841
Massachusetts,California,in-mover,12085,Massachusetts,-71.8083,42.2596,California,-119.4696,37.1841
Massachusetts,California,out-mover,15430,Massachusetts,-71.8083,42.2596,California,-119.4696,37.1841
Michigan,California,in-mover,9798,Michigan,-85.4102,44.3467,California,-119.4696,37.1841
Michigan,California,out-mover,9715,Michigan,-85.4102,44.3467,California,-119.4696,37.1841
Minnesota,California,in-mover,5927,Minnesota,-94.3053,46.2807,California,-119.4696,37.1841
Minnesota,California,out-mover,7689,Minnesota,-94.3053,46.2807,California,-119.4696,37.1841
Mississippi,California,in-mover,3536,Mississippi,-89.6678,32.7364,California,-119.4696,37.1841
Mississippi,California,out-mover,2752,Mississippi,-89.6678,32.7364,California,-119.4696,37.1841
Missouri,California,in-mover,8745,Missouri,-92.458,38.3566,California,-119.4696,37.1841
Missouri,California,out-mover,7301,Missouri,-92.458,38.3566,California,-119.4696,37.1841
Montana,California,in-mover,5050,Montana,-109.6333,47.0527,California,-119.4696,37.1841
Montana,California,out-mover,2111,Montana,-109.6333,47.0527,California,-119.4696,37.1841
Nebraska,California,in-mover,3374,Nebraska,-99.7951,41.5378,California,-119.4696,37.1841
Nebraska,California,out-mover,2757,Nebraska,-99.7951,41.5378,California,-119.4696,37.1841
Nevada,California,in-mover,49158,Nevada,-116.6312,39.3289,California,-119.4696,37.1841
Nevada,California,out-mover,24524,Nevada,-116.6312,39.3289,California,-119.4696,37.1841
New Hampshire,California,in-mover,1671,New Hampshire,-71.5811,43.6805,California,-119.4696,37.1841
New Hampshire,California,out-mover,1071,New Hampshire,-71.5811,43.6805,California,-119.4696,37.1841
New Jersey,California,in-mover,8084,New Jersey,-74.6728,40.1907,California,-119.4696,37.1841
New Jersey,California,out-mover,12052,New Jersey,-74.6728,40.1907,California,-119.4696,37.1841
New Mexico,California,in-mover,6399,New Mexico,-106.1126,34.4071,California,-119.4696,37.1841
New Mexico,California,out-mover,5176,New Mexico,-106.1126,34.4071,California,-119.4696,37.1841
New York,California,in-mover,24541,New York,-75.5268,42.9538,California,-119.4696,37.1841
New York,California,out-mover,36893,New York,-75.5268,42.9538,California,-119.4696,37.1841
North Carolina,California,in-mover,18533,North Carolina,-79.3877,35.5557,California,-119.4696,37.1841
North Carolina,California,out-mover,13103,North Carolina,-79.3877,35.5557,California,-119.4696,37.1841
North Dakota,California,in-mover,1979,North Dakota,-100.4659,47.4501,California,-119.4696,37.1841
North Dakota,California,out-mover,1708,North Dakota,-100.4659,47.4501,California,-119.4696,37.1841
Ohio,California,in-mover,11057,Ohio,-82.7937,40.2862,California,-119.4696,37.1841
Ohio,California,out-mover,11399,Ohio,-82.7937,40.2862,California,-119.4696,37.1841
Oklahoma,California,in-mover,8393,Oklahoma,-97.4943,35.5889,California,-119.4696,37.1841
Oklahoma,California,out-mover,5582,Oklahoma,-97.4943,35.5889,California,-119.4696,37.1841
Oregon,California,in-mover,43069,Oregon,-120.5583,43.9336,California,-119.4696,37.1841
Oregon,California,out-mover,20324,Oregon,-120.5583,43.9336,California,-119.4696,37.1841
Pennsylvania,California,in-mover,11648,Pennsylvania,-77.7996,40.8781,California,-119.4696,37.1841
Pennsylvania,California,out-mover,13450,Pennsylvania,-77.7996,40.8781,California,-119.4696,37.1841
Puerto Rico,California,in-mover,658,Puerto Rico,-66.43,18.222,California,-119.4696,37.1841
Puerto Rico,California,out-mover,1421,Puerto Rico,-66.43,18.222,California,-119.4696,37.1841
Rhode Island,California,in-mover,1971,Rhode Island,-71.5562,41.6762,California,-119.4696,37.1841
Rhode Island,California,out-mover,2157,Rhode Island,-71.5562,41.6762,California,-119.4696,37.1841
South Carolina,California,in-mover,7653,South Carolina,-80.8964,33.9169,California,-119.4696,37.1841
South Carolina,California,out-mover,5854,South Carolina,-80.8964,33.9169,California,-119.4696,37.1841
South Dakota,California,in-mover,2344,South Dakota,-100.2263,44.4443,California,-119.4696,37.1841
South Dakota,California,out-mover,1197,South Dakota,-100.2263,44.4443,California,-119.4696,37.1841
Tennessee,California,in-mover,9493,Tennessee,-86.3505,35.858,California,-119.4696,37.1841
Tennessee,California,out-mover,6855,Tennessee,-86.3505,35.858,California,-119.4696,37.1841
Texas,California,in-mover,73413,Texas,-99.3312,31.4757,California,-119.4696,37.1841
Texas,California,out-mover,39339,Texas,-99.3312,31.4757,California,-119.4696,37.1841
Utah,California,in-mover,18811,Utah,-111.6703,39.3055,California,-119.4696,37.1841
Utah,California,out-mover,9559,Utah,-111.6703,39.3055,California,-119.4696,37.1841
Vermont,California,in-mover,1132,Vermont,-72.6658,44.0687,California,-119.4696,37.1841
Vermont,California,out-mover,897,Vermont,-72.6658,44.0687,California,-119.4696,37.1841
Virginia,California,in-mover,18937,Virginia,-78.8537,37.5215,California,-119.4696,37.1841
Virginia,California,out-mover,18550,Virginia,-78.8537,37.5215,California,-119.4696,37.1841
Washington,California,in-mover,50367,Washington,-120.4472,47.3826,California,-119.4696,37.1841
Washington,California,out-mover,32827,Washington,-120.4472,47.3826,California,-119.4696,37.1841
West Virginia,California,in-mover,799,West Virginia,-80.6227,38.6409,California,-119.4696,37.1841
West Virginia,California,out-mover,780,West Virginia,-80.6227,38.6409,California,-119.4696,37.1841
Wisconsin,California,in-mover,6066,Wisconsin,-89.9941,44.6243,California,-119.4696,37.1841
Wisconsin,California,out-mover,6724,Wisconsin,-89.9941,44.6243,California,-119.4696,37.1841
Wyoming,California,in-mover,2219,Wyoming,-107.5512,42.9957,California,-119.4696,37.1841
Wyoming,California,out-mover,1685,Wyoming,-107.5512,42.9957,California,-119.4696,37.1841
Alabama,Colorado,in-mover,1958,Alabama,-86.8287,32.7794,Colorado,-105.5478,38.9972
Alabama,Colorado,out-mover,2972,Alabama,-86.8287,32.7794,Colorado,-105.5478,38.9972
Alaska,Colorado,in-mover,1447,Alaska,-152.2782,64.0685,Colorado,-105.5478,38.9972
Alaska,Colorado,out-mover,1669,Alaska,-152.2782,64.0685,Colorado,-105.5478,38.9972
Arizona,Colorado,in-mover,12389,Arizona,-111.6602,34.2744,Colorado,-105.5478,38.9972
Arizona,Colorado,out-mover,9727,Arizona,-111.6602,34.2744,Colorado,-105.5478,38.9972
Arkansas,Colorado,in-mover,2655,Arkansas,-92.4426,34.8938,Colorado,-105.5478,38.9972
Arkansas,Colorado,out-mover,1231,Arkansas,-92.4426,34.8938,Colorado,-105.5478,38.9972
California,Colorado,in-mover,20515,California,-119.4696,37.1841,Colorado,-105.5478,38.9972
California,Colorado,out-mover,28118,California,-119.4696,37.1841,Colorado,-105.5478,38.9972
Colorado,Colorado,in-mover,0,Colorado,-105.5478,38.9972,Colorado,-105.5478,38.9972
Colorado,Colorado,out-mover,0,Colorado,-105.5478,38.9972,Colorado,-105.5478,38.9972
Connecticut,Colorado,in-mover,734,Connecticut,-72.7273,41.6219,Colorado,-105.5478,38.9972
Connecticut,Colorado,out-mover,1875,Connecticut,-72.7273,41.6219,Colorado,-105.5478,38.9972
Delaware,Colorado,in-mover,194,Delaware,-75.505,38.9896,Colorado,-105.5478,38.9972
Delaware,Colorado,out-mover,206,Delaware,-75.505,38.9896,Colorado,-105.5478,38.9972
Florida,Colorado,in-mover,12110,Florida,-82.4497,28.6305,Colorado,-105.5478,38.9972
Florida,Colorado,out-mover,13339,Florida,-82.4497,28.6305,Colorado,-105.5478,38.9972
Georgia,Colorado,in-mover,3835,Georgia,-83.4426,32.6415,Colorado,-105.5478,38.9972
